article_id,batch_id,category,status,primary_keyword,secondary_keywords,search_intent,working_title,slug,output_path,parent_hub,local_scope,requires_sources,source_policy,internal_link_targets,commercial_link_target,agent_retrieval,author,score,quality_status,repair_attempts,published_date,last_checked,notes
BA-0001,B01,APP,PUBLISHED,app thuê xe máy là gì,App & Ứng dụng; app thuê xe máy là gì,informational-product,App Thuê xe Máy là gì,app-thue-xe-may-la-gi,blog/app/app-thue-xe-may-la-gi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,2026-09-26,2026-09-26,pilot/fixture
BA-0822,B17,LOCAL,PLANNED,lăng chủ tích qua phố cuối tuần,Địa phương / du lịch; lăng chủ tích qua phố cuối tuần,local-informational,Lăng Chủ Tích Qua Phố Cuối Tuần,lang-chu-tich-qua-pho-cuoi-tuan,blog/dia-phuong/lang-chu-tich-qua-pho-cuoi-tuan/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0823,B17,APP,PLANNED,công cụ tính giá thuê xe máy online tại Hà Nội,App & Ứng dụng; công cụ tính giá thuê xe máy online tại Hà Nội,informational-product,Công cụ Tính Giá Thuê xe Máy Online Tại Hà Nội,cong-cu-tinh-gia-thue-xe-may-online-tai-ha-noi,blog/app/cong-cu-tinh-gia-thue-xe-may-online-tai-ha-noi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0824,B17,RENT,PLANNED,kiểm tra xe trước khi nhận cho sinh viên,Thuê xe máy; kiểm tra xe trước khi nhận cho sinh viên,commercial-informational,Kiểm Tra xe Trước Khi Nhận Cho Sinh Viên,kiem-tra-xe-truoc-khi-nhan-cho-sinh-vien,blog/thue-xe/kiem-tra-xe-truoc-khi-nhan-cho-sinh-vien/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0825,B17,EV,PLANNED,xe điện giảm tiếng ồn phố giá tốt,Xe điện / xe máy điện; xe điện giảm tiếng ồn phố giá tốt,informational-product,xe Điện Giảm Tiếng ồn Phố Giá Tốt,xe-dien-giam-tieng-on-pho-gia-tot,blog/xe-dien/xe-dien-giam-tieng-on-pho-gia-tot/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0826,B17,GUIDE,PLANNED,giao xe tại khách sạn cho khách nước ngoài,Hướng dẫn / thủ tục; giao xe tại khách sạn cho khách nước ngoài,informational,Giao xe Tại Khách Sạn Cho Khách Nước Ngoài,giao-xe-tai-khach-san-cho-khach-nuoc-ngoai,blog/huong-dan/giao-xe-tai-khach-san-cho-khach-nuoc-ngoai/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0827,B17,SAFE,PLANNED,nghĩa vụ của bên cho thuê cho người mới,An toàn / pháp lý; nghĩa vụ của bên cho thuê cho người mới,informational-legal,Nghĩa vụ Của Bên Cho Thuê Cho Người Mới,nghia-vu-cua-ben-cho-thue-cho-nguoi-moi,blog/an-toan/nghia-vu-cua-ben-cho-thue-cho-nguoi-moi/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0828,B17,LOCAL,PLANNED,bảo tàng hà nội hành trình cuối tuần,Địa phương / du lịch; bảo tàng hà nội hành trình cuối tuần,local-informational,Bảo Tàng hà Nội Hành Trình Cuối Tuần,bao-tang-ha-noi-hanh-trinh-cuoi-tuan,blog/dia-phuong/bao-tang-ha-noi-hanh-trinh-cuoi-tuan/index.html,blog/dia-phuong/,hà Nội,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0829,B17,APP,PLANNED,hỏi đáp với Agent thuê xe tại Hà Nội,App & Ứng dụng; hỏi đáp với Agent thuê xe tại Hà Nội,informational-product,Hỏi Đáp Với Agent Thuê xe Tại Hà Nội,hoi-dap-voi-agent-thue-xe-tai-ha-noi,blog/app/hoi-dap-voi-agent-thue-xe-tai-ha-noi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0830,B17,RENT,PLANNED,điều kiện thuê xe máy ở hà nội cho sinh viên,Thuê xe máy; điều kiện thuê xe máy ở hà nội cho sinh viên,commercial-informational,Điều Kiện Thuê xe Máy ở hà Nội Cho Sinh Viên,dieu-kien-thue-xe-may-o-ha-noi-cho-sinh-vien,blog/thue-xe/dieu-kien-thue-xe-may-o-ha-noi-cho-sinh-vien/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0831,B17,EV,PLANNED,chính sách khuyến khích xe điện giá tốt,Xe điện / xe máy điện; chính sách khuyến khích xe điện giá tốt,informational-product,Chính Sách Khuyến Khích xe Điện Giá Tốt,chinh-sach-khuyen-khich-xe-dien-gia-tot,blog/xe-dien/chinh-sach-khuyen-khich-xe-dien-gia-tot/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0832,B17,GUIDE,PLANNED,giao xe tại sân bay nội bài cho khách nước ngoài,Hướng dẫn / thủ tục; giao xe tại sân bay nội bài cho khách nước ngoài,informational,Giao xe Tại Sân Bay Nội Bài Cho Khách Nước Ngoài,giao-xe-tai-san-bay-noi-bai-cho-khach-nuoc-ngoai,blog/huong-dan/giao-xe-tai-san-bay-noi-bai-cho-khach-nuoc-ngoai/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0833,B17,SAFE,PLANNED,khiển nại dịch vụ thuê xe cho người mới,An toàn / pháp lý; khiển nại dịch vụ thuê xe cho người mới,informational-legal,Khiển Nại Dịch vụ Thuê xe Cho Người Mới,khien-nai-dich-vu-thue-xe-cho-nguoi-moi,blog/an-toan/khien-nai-dich-vu-thue-xe-cho-nguoi-moi/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0834,B17,LOCAL,PLANNED,phố sách hà nội cuối tuần,Địa phương / du lịch; phố sách hà nội cuối tuần,local-informational,Phố Sách hà Nội Cuối Tuần,pho-sach-ha-noi-cuoi-tuan,blog/dia-phuong/pho-sach-ha-noi-cuoi-tuan/index.html,blog/dia-phuong/,hà Nội,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0835,B17,APP,PLANNED,cách hỏi giá xe nhanh bằng chatbot tại Hà Nội,App & Ứng dụng; cách hỏi giá xe nhanh bằng chatbot tại Hà Nội,informational-product,Cách Hỏi Giá xe Nhanh Bằng Chatbot Tại Hà Nội,cach-hoi-gia-xe-nhanh-bang-chatbot-tai-ha-noi,blog/app/cach-hoi-gia-xe-nhanh-bang-chatbot-tai-ha-noi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0836,B17,RENT,PLANNED,thuê xe không bằng lái được không cho sinh viên,Thuê xe máy; thuê xe không bằng lái được không cho sinh viên,commercial-informational,Thuê xe Không Bằng Lái Được Không Cho Sinh Viên,thue-xe-khong-bang-lai-duoc-khong-cho-sinh-vien,blog/thue-xe/thue-xe-khong-bang-lai-duoc-khong-cho-sinh-vien/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0837,B17,EV,PLANNED,xe điện hết hạn pin giá tốt,Xe điện / xe máy điện; xe điện hết hạn pin giá tốt,informational-product,xe Điện Hết Hạn Pin Giá Tốt,xe-dien-het-han-pin-gia-tot,blog/xe-dien/xe-dien-het-han-pin-gia-tot/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0838,B17,GUIDE,PLANNED,thuê xe và check-in khách sạn cho khách nước ngoài,Hướng dẫn / thủ tục; thuê xe và check-in khách sạn cho khách nước ngoài,informational,Thuê xe và Check-in Khách Sạn Cho Khách Nước Ngoài,thue-xe-va-check-in-khach-san-cho-khach-nuoc-ngoai,blog/huong-dan/thue-xe-va-check-in-khach-san-cho-khach-nuoc-ngoai/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0839,B17,SAFE,PLANNED,bảo vệ dữ liệu cá nhân khi thuê xe cho người mới,An toàn / pháp lý; bảo vệ dữ liệu cá nhân khi thuê xe cho người mới,informational-legal,Bảo vệ dữ Liệu cá Nhân Khi Thuê xe Cho Người Mới,bao-ve-du-lieu-ca-nhan-khi-thue-xe-cho-nguoi-moi,blog/an-toan/bao-ve-du-lieu-ca-nhan-khi-thue-xe-cho-nguoi-moi/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0840,B17,LOCAL,PLANNED,nhà thờ lớn hà nội cuối tuần,Địa phương / du lịch; nhà thờ lớn hà nội cuối tuần,local-informational,Nhà Thờ Lớn hà Nội Cuối Tuần,nha-tho-lon-ha-noi-cuoi-tuan,blog/dia-phuong/nha-tho-lon-ha-noi-cuoi-tuan/index.html,blog/dia-phuong/,hà Nội,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0841,B17,APP,PLANNED,gợi ý chọn xe máy phù hợp tại Hà Nội,App & Ứng dụng; gợi ý chọn xe máy phù hợp tại Hà Nội,informational-product,Gợi ý Chọn xe Máy Phù Hợp Tại Hà Nội,goi-y-chon-xe-may-phu-hop-tai-ha-noi,blog/app/goi-y-chon-xe-may-phu-hop-tai-ha-noi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0842,B17,RENT,PLANNED,bằng lái a1 và thuê xe máy cho sinh viên,Thuê xe máy; bằng lái a1 và thuê xe máy cho sinh viên,commercial-informational,Bằng Lái a1 và Thuê xe Máy Cho Sinh Viên,bang-lai-a1-va-thue-xe-may-cho-sinh-vien,blog/thue-xe/bang-lai-a1-va-thue-xe-may-cho-sinh-vien/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0843,B17,EV,PLANNED,thuê xe điện ban đêm giá tốt,Xe điện / xe máy điện; thuê xe điện ban đêm giá tốt,informational-product,Thuê xe Điện Ban Đêm Giá Tốt,thue-xe-dien-ban-dem-gia-tot,blog/xe-dien/thue-xe-dien-ban-dem-gia-tot/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0844,B17,GUIDE,PLANNED,lên kế hoạch hành trình với agent cho khách nước ngoài,Hướng dẫn / thủ tục; lên kế hoạch hành trình với agent cho khách nước ngoài,informational,Lên kế Hoạch Hành Trình Với Agent Cho Khách Nước Ngoài,len-ke-hoach-hanh-trinh-voi-agent-cho-khach-nuoc-ngoai,blog/huong-dan/len-ke-hoach-hanh-trinh-voi-agent-cho-khach-nuoc-ngoai/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0845,B17,SAFE,PLANNED,an toàn khi thanh toán cọc cho người mới,An toàn / pháp lý; an toàn khi thanh toán cọc cho người mới,informational-legal,an Toàn Khi Thanh Toán Cọc Cho Người Mới,an-toan-khi-thanh-toan-coc-cho-nguoi-moi,blog/an-toan/an-toan-khi-thanh-toan-coc-cho-nguoi-moi/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0846,B17,LOCAL,PLANNED,làng gốm bát tràng cuối tuần,Địa phương / du lịch; làng gốm bát tràng cuối tuần,local-informational,Làng Gốm Bát Tràng Cuối Tuần,lang-gom-bat-trang-cuoi-tuan,blog/dia-phuong/lang-gom-bat-trang-cuoi-tuan/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0847,B17,APP,PLANNED,tính chi phí thuê xe theo ngày tuần tháng tại Hà Nội,App & Ứng dụng; tính chi phí thuê xe theo ngày tuần tháng tại Hà Nội,informational-product,Tính Chi Phí Thuê xe Theo Ngày Tuần Tháng Tại Hà Nội,tinh-chi-phi-thue-xe-theo-ngay-tuan-thang-tai-ha-noi,blog/app/tinh-chi-phi-thue-xe-theo-ngay-tuan-thang-tai-ha-noi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0848,B17,RENT,PLANNED,người nước ngoài thuê xe máy việt nam cho sinh viên,Thuê xe máy; người nước ngoài thuê xe máy việt nam cho sinh viên,commercial-informational,Người Nước Ngoài Thuê xe Máy Việt Nam Cho Sinh Viên,nguoi-nuoc-ngoai-thue-xe-may-viet-nam-cho-sinh-vien,blog/thue-xe/nguoi-nuoc-ngoai-thue-xe-may-viet-nam-cho-sinh-vien/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0849,B17,EV,PLANNED,xe điện và thời tiết lạnh giá tốt,Xe điện / xe máy điện; xe điện và thời tiết lạnh giá tốt,informational-product,xe Điện và Thời Tiết Lạnh Giá Tốt,xe-dien-va-thoi-tiet-lanh-gia-tot,blog/xe-dien/xe-dien-va-thoi-tiet-lanh-gia-tot/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0850,B17,GUIDE,PLANNED,tính lộ trình thuê xe theo ngày cho khách nước ngoài,Hướng dẫn / thủ tục; tính lộ trình thuê xe theo ngày cho khách nước ngoài,informational,Tính lộ Trình Thuê xe Theo Ngày Cho Khách Nước Ngoài,tinh-lo-trinh-thue-xe-theo-ngay-cho-khach-nuoc-ngoai,blog/huong-dan/tinh-lo-trinh-thue-xe-theo-ngay-cho-khach-nuoc-ngoai/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0851,B18,SAFE,PLANNED,luật giao thông đường bộ cơ bản tóm tắt,An toàn / pháp lý; luật giao thông đường bộ cơ bản tóm tắt,informational-legal,Luật Giao Thông Đường bộ cơ Bản Tóm Tắt,luat-giao-thong-duong-bo-co-ban-tom-tat,blog/an-toan/luat-giao-thong-duong-bo-co-ban-tom-tat/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0852,B18,LOCAL,PLANNED,bát tràng gốm xe máy cuối tuần,Địa phương / du lịch; bát tràng gốm xe máy cuối tuần,local-informational,Bát Tràng Gốm xe Máy Cuối Tuần,bat-trang-gom-xe-may-cuoi-tuan,blog/dia-phuong/bat-trang-gom-xe-may-cuoi-tuan/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0853,B18,APP,PLANNED,ứng dụng tìm xe máy giá tốt tại Hà Nội,App & Ứng dụng; ứng dụng tìm xe máy giá tốt tại Hà Nội,informational-product,Ứng Dụng Tìm xe Máy Giá Tốt Tại Hà Nội,ung-dung-tim-xe-may-gia-tot-tai-ha-noi,blog/app/ung-dung-tim-xe-may-gia-tot-tai-ha-noi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0854,B18,RENT,PLANNED,khách du lịch thuê xe máy cho sinh viên,Thuê xe máy; khách du lịch thuê xe máy cho sinh viên,commercial-informational,Khách du Lịch Thuê xe Máy Cho Sinh Viên,khach-du-lich-thue-xe-may-cho-sinh-vien,blog/thue-xe/khach-du-lich-thue-xe-may-cho-sinh-vien/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0855,B18,EV,PLANNED,xe điện và đường dốc giá tốt,Xe điện / xe máy điện; xe điện và đường dốc giá tốt,informational-product,xe Điện và Đường Dốc Giá Tốt,xe-dien-va-duong-doc-gia-tot,blog/xe-dien/xe-dien-va-duong-doc-gia-tot/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0856,B18,GUIDE,PLANNED,đi chợ bằng xe thuê cho khách nước ngoài,Hướng dẫn / thủ tục; đi chợ bằng xe thuê cho khách nước ngoài,informational,đi Chợ Bằng xe Thuê Cho Khách Nước Ngoài,di-cho-bang-xe-thue-cho-khach-nuoc-ngoai,blog/huong-dan/di-cho-bang-xe-thue-cho-khach-nuoc-ngoai/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0857,B18,SAFE,PLANNED,nồng độ cồn khi lái xe tóm tắt,An toàn / pháp lý; nồng độ cồn khi lái xe tóm tắt,informational-legal,Nồng độ Cồn Khi Lái xe Tóm Tắt,nong-do-con-khi-lai-xe-tom-tat,blog/an-toan/nong-do-con-khi-lai-xe-tom-tat/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0858,B18,LOCAL,PLANNED,đường đồng by bike cuối tuần,Địa phương / du lịch; đường đồng by bike cuối tuần,local-informational,Đường Đồng by Bike Cuối Tuần,duong-dong-by-bike-cuoi-tuan,blog/dia-phuong/duong-dong-by-bike-cuoi-tuan/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0859,B18,APP,PLANNED,app hỗ trợ thủ tục thuê xe tại Hà Nội,App & Ứng dụng; app hỗ trợ thủ tục thuê xe tại Hà Nội,informational-product,App hỗ Trợ Thủ Tục Thuê xe Tại Hà Nội,app-ho-tro-thu-tuc-thue-xe-tai-ha-noi,blog/app/app-ho-tro-thu-tuc-thue-xe-tai-ha-noi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0860,B18,RENT,PLANNED,thuê xe cho người cao tuổi cho sinh viên,Thuê xe máy; thuê xe cho người cao tuổi cho sinh viên,commercial-informational,Thuê xe Cho Người Cao Tuổi Cho Sinh Viên,thue-xe-cho-nguoi-cao-tuoi-cho-sinh-vien,blog/thue-xe/thue-xe-cho-nguoi-cao-tuoi-cho-sinh-vien/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0861,B18,EV,PLANNED,lốp xe điện giá tốt,Xe điện / xe máy điện; lốp xe điện giá tốt,informational-product,Lốp xe Điện Giá Tốt,lop-xe-dien-gia-tot,blog/xe-dien/lop-xe-dien-gia-tot/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0862,B18,GUIDE,PLANNED,mua sắm và chở đồ cho khách nước ngoài,Hướng dẫn / thủ tục; mua sắm và chở đồ cho khách nước ngoài,informational,Mua Sắm và Chở đồ Cho Khách Nước Ngoài,mua-sam-va-cho-do-cho-khach-nuoc-ngoai,blog/huong-dan/mua-sam-va-cho-do-cho-khach-nuoc-ngoai/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0863,B18,SAFE,PLANNED,mũ bảo hiểm chuẩn tóm tắt,An toàn / pháp lý; mũ bảo hiểm chuẩn tóm tắt,informational-legal,mũ Bảo Hiểm Chuẩn Tóm Tắt,mu-bao-hiem-chuan-tom-tat,blog/an-toan/mu-bao-hiem-chuan-tom-tat/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0864,B18,LOCAL,PLANNED,văn giang ev and bikes cuối tuần,Địa phương / du lịch; văn giang ev and bikes cuối tuần,local-informational,Văn Giang ev And Bikes Cuối Tuần,van-giang-ev-and-bikes-cuoi-tuan,blog/dia-phuong/van-giang-ev-and-bikes-cuoi-tuan/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0865,B18,APP,PLANNED,công cụ chọn xe theo kinh nghiệm lái tại Hà Nội,App & Ứng dụng; công cụ chọn xe theo kinh nghiệm lái tại Hà Nội,informational-product,Công cụ Chọn xe Theo Kinh Nghiệm Lái Tại Hà Nội,cong-cu-chon-xe-theo-kinh-nghiem-lai-tai-ha-noi,blog/app/cong-cu-chon-xe-theo-kinh-nghiem-lai-tai-ha-noi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0866,B18,RENT,PLANNED,thuê xe hai người cho sinh viên,Thuê xe máy; thuê xe hai người cho sinh viên,commercial-informational,Thuê xe Hai Người Cho Sinh Viên,thue-xe-hai-nguoi-cho-sinh-vien,blog/thue-xe/thue-xe-hai-nguoi-cho-sinh-vien/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0867,B18,EV,PLANNED,phanh xe máy điện giá tốt,Xe điện / xe máy điện; phanh xe máy điện giá tốt,informational-product,Phanh xe Máy Điện Giá Tốt,phanh-xe-may-dien-gia-tot,blog/xe-dien/phanh-xe-may-dien-gia-tot/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0868,B18,GUIDE,PLANNED,ăn uống và lái xe an toàn cho khách nước ngoài,Hướng dẫn / thủ tục; ăn uống và lái xe an toàn cho khách nước ngoài,informational,ăn Uống và Lái xe an Toàn Cho Khách Nước Ngoài,an-uong-va-lai-xe-an-toan-cho-khach-nuoc-ngoai,blog/huong-dan/an-uong-va-lai-xe-an-toan-cho-khach-nuoc-ngoai/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0869,B18,SAFE,PLANNED,tốc độ cho phép trong phố tóm tắt,An toàn / pháp lý; tốc độ cho phép trong phố tóm tắt,informational-legal,Tốc độ Cho Phép Trong Phố Tóm Tắt,toc-do-cho-phep-trong-pho-tom-tat,blog/an-toan/toc-do-cho-phep-trong-pho-tom-tat/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0870,B18,LOCAL,PLANNED,chùa và Hà Nội cuối tuần,Địa phương / du lịch; chùa và Hà Nội cuối tuần,local-informational,Chùa và Hà Nội Cuối Tuần,chua-va-ha-noi-cuoi-tuan,blog/dia-phuong/chua-va-ha-noi-cuoi-tuan/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0871,B18,APP,PLANNED,chatbot thuê xe máy có đáng tin không tại Hà Nội,App & Ứng dụng; chatbot thuê xe máy có đáng tin không tại Hà Nội,informational-product,Chatbot Thuê xe Máy có Đáng Tin Không Tại Hà Nội,chatbot-thue-xe-may-co-dang-tin-khong-tai-ha-noi,blog/app/chatbot-thue-xe-may-co-dang-tin-khong-tai-ha-noi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0872,B18,RENT,PLANNED,chở người thân trên xe thuê cho sinh viên,Thuê xe máy; chở người thân trên xe thuê cho sinh viên,commercial-informational,Chở Người Thân Trên xe Thuê Cho Sinh Viên,cho-nguoi-than-tren-xe-thue-cho-sinh-vien,blog/thue-xe/cho-nguoi-than-tren-xe-thue-cho-sinh-vien/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0873,B18,EV,PLANNED,hộp số xe điện giá tốt,Xe điện / xe máy điện; hộp số xe điện giá tốt,informational-product,Hộp số xe Điện Giá Tốt,hop-so-xe-dien-gia-tot,blog/xe-dien/hop-so-xe-dien-gia-tot/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0874,B18,GUIDE,PLANNED,trời mưa thuê xe máy cho khách nước ngoài,Hướng dẫn / thủ tục; trời mưa thuê xe máy cho khách nước ngoài,informational,Trời Mưa Thuê xe Máy Cho Khách Nước Ngoài,troi-mua-thue-xe-may-cho-khach-nuoc-ngoai,blog/huong-dan/troi-mua-thue-xe-may-cho-khach-nuoc-ngoai/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0875,B18,SAFE,PLANNED,đi xe không giấy phép tóm tắt,An toàn / pháp lý; đi xe không giấy phép tóm tắt,informational-legal,đi xe Không Giấy Phép Tóm Tắt,di-xe-khong-giay-phep-tom-tat,blog/an-toan/di-xe-khong-giay-phep-tom-tat/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0876,B18,LOCAL,PLANNED,đền nguyễn cần bằng xe cuối tuần,Địa phương / du lịch; đền nguyễn cần bằng xe cuối tuần,local-informational,Đền Nguyễn Cần Bằng xe Cuối Tuần,den-nguyen-can-bang-xe-cuoi-tuan,blog/dia-phuong/den-nguyen-can-bang-xe-cuoi-tuan/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0877,B18,APP,PLANNED,xử lý dữ liệu cá nhân khi thuê xe online tại Hà Nội,App & Ứng dụng; xử lý dữ liệu cá nhân khi thuê xe online tại Hà Nội,informational-product,xử lý dữ Liệu cá Nhân Khi Thuê xe Online Tại Hà Nội,xu-ly-du-lieu-ca-nhan-khi-thue-xe-online-tai-ha-noi,blog/app/xu-ly-du-lieu-ca-nhan-khi-thue-xe-online-tai-ha-noi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0878,B18,RENT,PLANNED,đi phố cổ bằng xe máy thuê cho sinh viên,Thuê xe máy; đi phố cổ bằng xe máy thuê cho sinh viên,commercial-informational,đi Phố cổ Bằng xe Máy Thuê Cho Sinh Viên,di-pho-co-bang-xe-may-thue-cho-sinh-vien,blog/thue-xe/di-pho-co-bang-xe-may-thue-cho-sinh-vien/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0879,B18,EV,PLANNED,chìa khóa xe điện thông minh giá tốt,Xe điện / xe máy điện; chìa khóa xe điện thông minh giá tốt,informational-product,Chìa Khóa xe Điện Thông Minh Giá Tốt,chia-khoa-xe-dien-thong-minh-gia-tot,blog/xe-dien/chia-khoa-xe-dien-thong-minh-gia-tot/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
